3INJ4LZC7PNUZNQX4VMS3IK2B4	hi, i love photograpy and live in arkansas. please help answer my questions! ill help answer yours!
7HZWZU4AN4Z2BSXSL5VQHD6KBA	Hello. I'm 31 and I'm from Montreal, Canada. I'm interested in Astrology, J. Krishnamurti, Psychology, Religion and Philosophy.
7T72DE44CQZLGCMROL7IS7QZ5E	Hello. My name is Yumi. I'm 19 and I’m originally from Kyoto but I moved to New York City in the summer of 2010 with my family. I‘m a student but in my spare time, I enjoy a lot of the culture here. I especially enjoy the music scene. I try to broaden my musical taste as much as possible by listening to at least one band or artist I’ve never heard before every day. I love almost every genre. My favorites are rock, folk, and jazz. My least favorites are crunkcore and k-pop. <br> <br/> <br> <br/> My Formspring <br> <br/> <a href="http://www.formspring.me/FlamingBoredoms" rel="nofollow">http://www.formspring.me/FlamingBoredoms</a> <br> <br/> <br> <br/> Song of the week <br> <br/> <a href="http://www.youtube.com/watch?v=g8crPUW-H5s" rel="nofollow">http://www.youtube.com/watch?v=g8crPUW-H...</a>
7ZGDW3TQVQVLVDE4WCKOBMFBKI	I'm Axul Dewhitbukator (De-whit-bu-kator). I know crazy name. I'm 17, half Norwegian, quarter Dutch, and quarter Nativ American. i have very strong ties with my family back in Europe..moved to America when i was 12..i used to have a major drug proplem (weed, cigarettes, alcohal, cocain, and hallucinations) i quit all within 5 weeks cuz i am i VERY strong person: mentally and physically. im VERY out going, i dont take crap from poeple, i stand up for myself and others, im verrrryyy sporty, im unbelivably execepational tennis player..im ok at snowbording. i speak 3 languages (English, Norwegian, and Dutch). im also slightly narrsacistic as seen in my profile pic. its professionally done =D
7XQXCQYIOCTE6HZJJGMMEP3JDU	I am a high school Chemistry and Physics Teacher with 20 years of teaching experience under my belt, teaching classes in Life Science, Earth Science, Biology, Chemistry, AP Chemistry, AP Physics. I received most of my science education at Carroll College; my focus was on premed. I earned my B.S. from the University of Wyoming in Biology/Secondary Education with a minor in Chemistry, in 1988. I fortified my Biology and Chemistry Courses by taking Physics and Earth Science Courses. I earned a M.A. in Secondary Education from Cal. State San Bernardino in 1997. I enjoy teaching high school and designing lessons and rigorous labs to prepare students for a future in the exciting opportunities that exist in medicine, engineering, technology, or science, and math education. <br> <br/> <br> <br/> I have noticed on several of my answers, the time and effort I put in was not rewarded. In order to not give those users anymore of my time in the future, I have blocked them.
7SQZUNX7MO3TLZ4BRRVYMBRRIU	Im 20, I go to Ohio University for civil engineering. I ride motocross, play golf and chill at the lake.
7OHBGA2WQX62Y27C2Z6RRASNJQ	My Name is Sumeet Kumar, A rowdy student and an Internet Addict, Who cant live without internet and computer. I love to write on Latest PC Tips Tricks, and wants to explore and try out new computer and tech-related stuff whenever they are available... And ya I am also asmall town tech-blogger who lives in Hub Chowki (A small town of Balochistan). <br> <br/> <br> <br/> Websites: <br> <br/> <a href="http://www.technostriker.com/" rel="nofollow">http://www.technostriker.com/</a>
72WSCZJ7LYGL5XQG5FIAQYMIHY	I lived in singapore. i am really nice lady here and very out-going. I love to spent more time with my friends mostly? Mostly i love to spent on my money buying branded things^^ <br> <br/> -->> <br> <br/> Wan to add me in friendster.com: <br> <br/> add me erica_12342007@yahoo.com.sg
7WW656AGKZGPZQDRBO42KPGRKU	I lvoe to be ouside fishing, hiking, boating, camping, hunting, riding my quad's. Going out with my sister, Being with her two BEAUTIFULL girls, Brooklyn and Hallee! I love music and family! Love life!!
7B6YK6PEWQDDISMIN6LDKBTZMI	the bravery, the coral, wolfmother, kasabian, the white stripes, the libertines,dirty pretty things, babyshambles, editors, kings of leon, the strokes, zoe, the kills, metallica, the rapture, hot hot heat, inmigrantes, oasis, AC/DC,kings of leon, rancid, the vines, the zutons, radiohead, the fratellis, kaiser chiefs, modest mouse, placebo, nirvana, jet, the killers, the kinison, franz ferdinand, muse, the beatles, keane, intelpol, pearl jam, the mars volta, chevelle, foo fighters, the strokes, the distillers, the horrors, the hives, yeah yeah yeahs, megadeth, the raconteurs, black sabbath, muse, good charlotte, the verve, blindside, blink 182,, +44, angels and airwaves, AFI, korn, Smashing Pumpkins, kill hannah, artic monkeys, guns n' roses, U2, the clash, audioslave, van halen, the stupids,
7MJSLI2F5J7IWOU5GMVOPAJEEM	Born in 1954 in West Palm Beach, Florida, was 15 before I saw snow when I moved to Ohio in 1968. Still live in Ohio, but fighting it; especially in winter. Lived for a brief stint in the Bahamas. Love music of many genres, my faves being blues; rock; jazz; and classical. Play guitar (42 years); harmonica; and am told I can sing. Have a jam/recording studio in my home and still play locally when I can make the scene. Would like to live in a place where I could wear T-shirts and shorts all year long. Like to play golf with friends, but really miss Frisbee. Some have called me The Nature Boy for my love of the outdoors (I like to camp); the wilderness is my church. Others call me MacGyver due to my blending knowledge and creativity to solve problems. I have taught Anatomy; Astronomy; Biology; Chemistry; Geology; and Physics. I'm really curious what the next phase of my life will bring. Underestimated for my understanding and respect most folks, unless you blow it.
7KD6G7XWORY5XXZZPDCOGUCSMU	Okay hello it's the martian space jam Jordan's I want this ---- forever wake up and smell the garden <br> <br/> fresher than the harvest step up 2 the target <br> <br/> if I had one guess than i guess I'm just new Orleans And I wont ever stop <br> <br/> like I'm running from the cops <br> <br/> hop up in my car and told my chauffeur "to the top" Life is such a ------- roller coaster then it drops but what should I scream for this is my theme park My mind shine even when my thoughts seem dark pistol on my side you don't wanna here that thing talk let the king talk check the price and pay attention lil wayne that's what they gotta say or mention like Nevada in the middle o the summer I'm resting in the lead i need a pillow and a cover <br> <br/> shh my foots sleeping on the gas no break pads no such thing as last <br> <br/> <br> <br/> I can memorize lil weezy lyrics real fast
7MKKYOTXFCEIHMQXMXJBE4TGJM	<a href="http://twitter.com/meant2fly" rel="nofollow">http://twitter.com/meant2fly</a> - Follow me! <br> <br/> <br> <br/> I'm 21 years old and currently a Detroit based flight attendant. I moved here in July 2008 from Pennsylvania where I was born and raised. When not traveling across North America I enjoy watching movies, listening to music, current events, and meeting new people. If you'd like to hangout and do something sometime let me know, I try to be easy to get along with.
7FSXCAH2PTJHFLMXIFPQ5X4FRE	Just a seventeen years old girl from Malaysia.
7Y4YAYSRIZMTKDH6ZHKE3LQSYI	I love Real Madrid,My two favorite players are David Beckham and Ruud Van Nistelrooy.And my favorite MLS team is the the LA Galaxy.
7TL3G4S2B64GDZJKTGCS6P264M	I have been working in professional kitchens as a chef for about 17 years now, specializing in Italian, French, and Contemporary American, in both cooking and pastry. With the biggest focus on Italian. I have worked in some of the top restaurants in NYC and LA and the surrounding regions. I am currently working in upstate NY and loving it. I dabble in photography as a hobby. I have a wealth of knowledge in the culinary arts, and enjoy sharing tips and techniques of the trade. When we cook better, we eat better, so we can live better!!
7FWDE3GE3OIUELL26VLJ2KIWBU	Rob & his team of Michigan DJs perform weddings, parties, & Michigan proms. As Michigan Wedding DJs, they have fun options that keep dance floors packed. For more info about lighting & wedding DJs in Michigan visit www.EncorePartyDJs.com
7SGQE5OO4XIE6DZNHP7MXS2M6A	IM ALL MEMPHIS
7TQFYFT3VDFSIUULNJWS3OTMBY	I am 22 years young... <br> <br/> <br> <br/> Jamaican & Haitian... <br> <br/> <br> <br/> Sexy but honest... <br> <br/> <br> <br/> A Cali girl with N.Y. style.... <br> <br/> <br> <br/> Never owned a pet.... <br> <br/> <br> <br/> I'd be famous in a perfect world... <br> <br/> <br> <br/> Ask and I'll tell... <br> <br/> <br> <br/> .x.o.x.o. <br> <br/> <br> <br/> <br> <br/> <br> <br/> <br> <br/> Oh yeah: <br> <br/> <br> <br/> (\__/) <br> <br/> (+'.'+) Copy and paste this Bunny <br> <br/> ('')_('') into your profile to help him gain <br> <br/> world domination!
7VBXBCZ5KOZKX354EXGNXJOFE4	Hello...my name is Rachel. <br> <br/> <br> <br/> My 10 favorite wrestlers in order: <br> <br/> 1. Undertaker <br> <br/> 2. Jeff Hardy <br> <br/> 3. HHH <br> <br/> 4. HBK <br> <br/> 5. Y2J <br> <br/> 6. Matt Hardy <br> <br/> 7. Lita <br> <br/> 8. Christian Cage <br> <br/> 9. AJ Styles <br> <br/> 10. Randy Orton <br> <br/> ____________________________ <br> <br/> <br> <br/> Some interesting facts about me: <br> <br/> <br> <br/> -My favorite things to do are watch wrestling, play soccer, watch soccer, swim and paint. <br> <br/> <br> <br/> -My favorite soccer team is the San Jose Earthquakes <br> <br/> <br> <br/> -My favorite soccer player is Nick Garcia, a defender for the Earthquakes <br> <br/> <br> <br/> -I have been playing soccer ever since I could remember <br> <br/> <br> <br/> -I'm a lefty <br> <br/> <br> <br/> -Lita is my idol <br> <br/> <br> <br/> -My nicknames are: Rach, Rachey, Raboshely(don't ask),Rachel Ray, Cornstock, and on my soccer team, Spraychel <br> <br/> <br> <br/> My Yahoo! 360 link: <br> <br/> <a href="http://360.yahoo.com/my_profile-b8aqYCg4RKo8e6ssO7Zvw1FdKfHfXgq9nGI-">http://360.yahoo.com/my_profile-b8aqYCg4...</a> <br> <br/> <br> <br/> My Yahoo! wrestling group: <br> <br/> <a href="http://sports.groups.yahoo.com/group/wrestlers_extreme/">http://sports.groups.yahoo.com/group/wre...</a> <br> <br/> <br> <br/> Feel free join my group(above) <br> <br/> <br> <br/> >Respect the pouch...RESPECT IT!!<
7NPMUYWWVYJS2O7K3UIAZQSG5Q	I'm 14. I live in Rhode Island and a freshman in Highschool. I love writing, singing, playing the guitar, music, drawing, and running. I want to start a band or become a writer.
7KSDMUN6NDDYEPYCQFPCDICJZE	16 year old Japanese male living in Hawaii. <br> <br/> loves thinking about things seriously. <br> <br/> a poet who loves romance. <br> <br/> Loves music. <br> <br/> bookworm. <br> <br/> pumped up for social events. <br> <br/> tennis player. <br> <br/> sucker for chocolates.
7F4OP7QHLUA2GDDNYKQXEPMHAM	I am 24 years old, college student in Albany, NY at Siena College. <br> <br/> <br> <br/> I am an American (US Citizen) married to a Bangladeshi Citizen. Currently going through the immigration process of bringing my wife to United States. <br> <br/> <br> <br/> I try to help other people anyway I can
7OMBITJDFUAA23EFEVBG6BACKQ	I am Alexandria, a bisexual who is obsessed with dogs and is also planning to become a veterinarian.
7VOVU4W5ABBRTUGX4RSBBUYLIM	Happily married teenage mother to a beautiful baby boy in Texas :)
7MR4WZ5TMSU2MHEOFIFOZ5FDKQ	I am currently looking for work doing anything! and I mean anything I have lost my apartment, and I need work in the San Diego area please if you can help in anyway give me a call 619-436-7010
7AUUFBB22CGGLZHVPYXRIIQ23Y	I'm Sierra, I live in Philadelphia and me and my fiancé are the parents to the most beautiful little girl! Adalyn Aubree entered the world on September 22nd, 2011 and she's our everything ♥ <br> <br/> <br> <br/> After just four months of having Adalyn, Sean and I just found out we are expecting again! If that wasn't surprise enough, we found out we're expecting twins. I'm excited, but extremely nervous! <br> <br/> <br> <br/> I'm a young mom with a lot to learn and I'm still growing up and experiencing new things every day! I just started college and am majoring in business and hope to get my degree. I'll only be going for one semester though, and then putting it on hold as we are expecting again :) <br> <br/> <br> <br/> I started using Yahoo Answers when I wanted opinions on naming my daughter, and now I'm hooked! You'll usually find me in the baby name section and occasionally some others. <br> <br/> <br> <br/> Feel free to add me as a contact or email me!
73YQTEEOCDJL43MPIIWXVGKCRI	i am a hardware engineer residing in chennai. Also interested in research human body,like to hear music, watching cricket (especially indo-pak series), sometimes i cook new recipies and serve to all my family (as a precaution i will not eat), done new inventions in computer hardware . I think that is enough for now folks.
7EHHLDUKUNQK335RXLDQEUZC4A	My name is Maria Rose! I am here to expand my knowledge at the benefit of others, which should be all you need to know!!! <br> <br/> <br> <br/> But if I must... <br> <br/> <br> <br/> I am a 20 year old Catholic girl from Cleveland Ohio. I am currently in college for Urban Studies. I have a myspace if you really want to know myspace.com <br> <br/> <br> <br/> <br> <br/> /howtokeepitreel <br> <br/> <br> <br/> Hope to answer you soon!
72Y4IF7OGZK3JV2A3XQFEXV734	I am a Modern Language major at Fort Hays State University in Hays, KS. I work as an executive assistant to the D.O.N. in a long term care facility.
7P34KG7ZPDH5YDIADG6PZITPDY	im 6 feet tall im 15 years of age :) i <br> <br/> am awesome to be around no one can be bored wen their with me so they say :)) <br> <br/> i love to dirtbike ride, hang out with friends, play football,and snow borading <br> <br/> :)) yup so thats me <br> <br/> <br> <br/> Oh and my parents are making me move to Washington state :( from California <br> <br/> <br> <br/> <br> <br/> <br> <br/> .....0..... <br> <br/> ..0...0.... <br> <br/> .0.....0... <br> <br/> .0.....0.. please put this <br> <br/> ..0...0...on your profile <br> <br/> ...0..0... if you know someone <br> <br/> ....00.... who has died of cancer <br> <br/> ..0....0.. <br> <br/> .0......0.
77ENNZYAYVMJNTETAT6V437PEY	I'm a hairdresser from Wisconsin. I love live music and just hanging out by Lake Michigan. I'm a total freak about shoes, you can really tell alot about a person just by looking at there feet!!!ya know!!!!
7N6LF62LMYCJZFRFG65DNBUFOI	I'm 18, Live in Cali (love it here!) Am moving to Capetown, South Africa. Hobbies are surfing, partying, racing. I like rock, metal, anything with force. <br> <br/> <br> <br/> You only have one life, so live it to the full.
7PU4ZGZORTSTX5YYVHMDMGEQDA	In my adult life, I have had the pleasure of meeting different and difficult challenges within life. These challenges and experiences include, attending college, traveling, ministry, and many other challenges. <br> <br/> <br> <br/> I have had the pleasure and opportunity to travel to many places across the United States, including Canada, and Mexico. I have been to all four corners of the United States: California, Washington, Maine, and Florida. This includes all destinations in between including Portland, Chicago, Omaha, Las Vegas, and Tampa. I have seen some amazing things in my travels such as the Grand Canyon, Yellow Stone National Forest, Niagara Falls, up and down mountains and even on roads that I thought no one should drive on. <br> <br/> <br> <br/> In late 2003, I accepted the call to become a minister, and I successfully pursued this path. Currently, I am pursuing a Bachelor of Science in Psychology/Substance Abuse and minor in Biology at Northwestern State University of Louisiana.
76TRF34TPDDCPPHVTDY7YPTBFQ	I am a high school student at Rio Grande City High School, but am part of the Dual Enrollment Medical Science Academy (DEMSA) at South Texas College. This allows me to be a full time high school student and a full time college student.... hectic schedule. With any luck (and by passing all of my classes), I will graduate with and associates degree in Biology a month before I graduate high school. I plan on attending either Baylor (in Waco), Texas A&M College Station, or New York University...University of Texas Pan American is my last resort. After college, I plan on attending medical school.... Oxford.... I want to be an oncologist... my grandmother passed away from cancer.... first cervical then lung... I am a total dreamer.... I believe in Peter Pan and in knights in shining armour rescuing damsels in distress.... I believe in Cinderella and love at first sight... but like every dreamer and every scholar.... i ask for help wheen I need it...
7JY7OQZMDLX3DIMHYRSXK53QPQ	Hi~ <br> <br/> I love animals, especially dogs!! I have two of them, one of them is a German Shepherd Husky mix named Sheeba and the other is and Australian Shepherd mix named Bindi. My birthday is on April 4th. I love my family and am really close to my extended family. I play softball, and love to camp with the family. Going to the beach is really fun, and the Rockin' Roller Coaster in Walt Disney World is my favorite rollercoaster so far. I love to doodle and talk to my friends on IM and send them funny pics, too. When I grow up I want to start my own grooming business that has an area where pet owners can come and groom by them selves or have one of my workers do it for them. There will also be a room where you can train for agility and in obedience. There will also be a doggy daycare. I love to play on my Wii too!
7YMPKHBCXFCF6X43VAS2AFINFA	I am a 38 year old living in rural idaho and an avid LSU football fan with an incredible wife and three beautiful and loving daughters. I enjoy snow skiing, water skiing, horses,and trying to stay fit.
7TI7UYLXJJKKJDVJMVENQ6NY5I	Hey there. <br> <br/> <br> <br/> Even though you'll probably see me in the Adolescence section the most, I probably have more knowledge to give in the New York City section. I live on 84th street and Park Ave. and have lived there my entire life (I'm only 15). I commute to school every morning two blocks from my apartment but I still have just as good of a knowledge of the NYC subway system as anyone else in the world. But that's because I have a photographic memory and looked at a map of the subways when I was 5... now I know it :) <br> <br/> <br> <br/> I'm a true New Yorker; I love the Yankees, Giants, Knicks, and Rangers and attend as many games as I can. <br> <br/> <br> <br/> I love to help people out, and I hope I can help you out one day! <br> <br/> <br> <br/> Sincerely, <br> <br/> 84th and Park
7JGTHHDX7IJLEIBZQSZFHB6IXM	i am a very emotional and sensible person. i like to make friends and travel to new places. i am very kind to animals. i love helping old and needy people. i try my best to serve the animal who are to be looked after and no one is there to take care of them as well as they r innocent. <br> <br/> i am not a big leader, i am just a simple guy like u. i am doing what i can do. Then when i will have enough support of people to join politics i will and try to do my best there too. but every great nation is not great because his leaders are great but because his citizens are great, leaders are just a reflection of sozciety. we should try and try and try, then people who thinks like us will come with us. i know only one thing India can be great only when Indians will be great.
7CDLBASJXAVOHEAGM3RNC4NCRY	Im 19 years old and live in Sunny South Florida =P.
7FYI5X63MWWL7KSPDPLHHNZGFE	ps me gusta salir a fiestas ver anime <br> <br/> jugar videojuegos <br> <br/> estar aki en el internet <br> <br/> salir con los amigos <br> <br/> y ps ahi les va mi top 10 d animes <br> <br/> <br> <br/> 1-one piece <br> <br/> 2-dragon ball <br> <br/> 3.death note <br> <br/> 4-samurai x <br> <br/> 5-elfen lied <br> <br/> 6-saint seiya <br> <br/> 7-inuyasha <br> <br/> 8-full metal alchemist <br> <br/> 9-gantz <br> <br/> 10-bleach
7TKQWZRS4CJNRZXK3726Q7C4XE	I was born in Puerto Rico USA <br> <br/> Latina who knows English Spanish French Japanese, German. <br> <br/> :) I love to learn about other countries love to travel and my dream is to one day have a family of my own. And also to be a Chef! I love to cook <br> <br/> people say that I am like the perfect housewife because of how caring polite I am towards others even if they are strangers. I cook,clean,take care of kids and pets,love to study,I love to play video games^^ Yeah I have a boyish side to me too. I do art and all that. ok enough about me bai bai
7UI7XXAVXPFJZG4ORYQPEV7XQI	my name is amis. <br> <br/> actually it's amanda. i'm a filthy liar. <br> <br/> but call me amis. <br> <br/> middle earth is my happy place. i like video games. a lot. and i like lip balm. and batman is my hero. and so is major victory and link and indiana jones. i have 4 tattoos and 8 piercings. i like my music, but probably not yours. i love movies. pan's labyrinth is my favorite forevertyever. yo! gabba gabba is the greatest show known to man. i have no life. and i'm lazy.
74GACAAZ5JYGWXRWQGTBQ2FZWI	Book-aholic, music addict, queen of sarcasm, love war movies, fascinated with planes, ancient history and US military, want to get my Ph.D and teach English lit and creative writing at the university level, die-hard fan of the Texas Longhorns
7IUN2OGH7PJ4ADGTZPAZR3JVTQ	Real estate broker and firm owner. Owner of San Diego's only green real estate firm. Specializing in first time buyers, REOs and condo conversions. Although I am typically a listing agent, I have a long list of happy buyer clients who refer other clients to me. Over $150 million sold in real estate. My favorite type of property is the mid-century ranch home, typically a three or four bedroom and two bath. These homes tend to be solidly built and easily updated for the modern era. I have a huge crush on anything "mid century" and when it comes to the houses, I believe these classic properties should be preserved. I have flipped houses too, and my favorite was the mid-century I bought and kept somewhat original but brought it modern too. Email me if you have any flip questions, by the way! You're talking to a true professional.
7HADQZX5D5PCQYWEHSB62BNGAE	I'm tall, I'm German, I live in Canada, I model, I used to dance competitively, I love nutella, I love tall boys, I love elegant but sexy clothing; there's lots else but that would take to long! <br> <br/> Message me if you'd like :) <br> <br/> xo <br> <br/> moonlightwriter
7ES5AOKAFQ5TACRZOOKNK4PAL4	I'm on Long Island,and I love summertime
7UMATSQXHWRH7Z4Z2WUQHF67VU	Well am 21 soon going to be 22 and i have two little girls. I live in East Los Angeles, But i was born in Washington State. My dream is to become a chef.
7ENHMICNFHY3HF57MPSBEDDTAY	I'm into Rock&Roll, Metal, Blues, some hiphop and used to rave out. <br> <br/> I've been told I can dance when I'm motivated. <br> <br/> I play Hockey and Paintball, I can fix my own car, split wood and still get around in Boston. <br> <br/> I built a log cabin up in Maine with my father. <br> <br/> <br> <br/> I like going to concerts. I drink a little a lot..and drink a lot a little. <br> <br/> Used to smoke, but gave that....and many other bad habits up long ago. <br> <br/> I like to keep in shape, but I'm not a gym-rat. <br> <br/> I'm into tattoos, riding my bike and just living life.
7BYW7KYVGEG2L2P6D2UBGUXC5U	19,F,TX. <br> <br/> <br> <br/> i listen to 80s,90s,rock,pop,dubsetp music. <br> <br/> i play Minecraft & call of duty(xbox). <br> <br/> im a nerd/geek/n00b/&/b/tard <br> <br/> <br> <br/> <3
7K5P4LH2WG3LRAJHIX4LZMFMJM	I am a 21 year old student in Stockton, Ca and I work at The Elephant Bar restaurant. I love reading, cooking, writing stories, traveling, And anything pink! My Favorite places in the world are Santa Cruz & Avila beach!... i LOVE the beach! I have an amazing boyfriend who I live with, Hunter, and we are expecting our first baby due 9/21/09! We are so excited to become parents, and are busy in preparing for our precious little one!
7FSSYHZRD3YXHOHZNFUCPS2XMI	PC Support Specialist for Small Office and Home Office users for 18 years. <br> <br/> <br> <br/> Wisconsin USA
7DBRFHX2JEV2Z5ACBK2A3IGRPU	Hi Everyone, <br> <br/> My name is Samran and I am 27 from Manchester, UK. I am very outgoing and loving person. If you are interested in chatting about personal experiences, feel free to send me an IM or an email. <br> <br/> LUV
7RZOPU4ER225WTHW4PZJPPCJX4	I'm 15, I live in Madison.
74JHC7Y4GOM4LYKBK546SJJT44	I am a college professor at a Catholic liberal arts college in the Midwest. I teach in the sport management area. <br> <br/> <br> <br/> I coached college sports for several years before entering the teaching profession. Sometimes I miss it, but it was the right move. <br> <br/> <br> <br/> I have been married for ten years and we have three children. Our family resides in eastern Iowa and originally we are from the Peoria area. <br> <br/> <br> <br/> My hobbies include Cardinal baseball, reading, and cooking. <br> <br/> <br> <br/> I typically answer questions in the higher education, marriage and divorce, baseball, and wrestling sections.
7Y5JLN6UNQZ6ZRY4BJ7JIIQ3RE	I am a Christian. I believe in Jesus Christ and him only. I am in 7th grade and have a hard time in Life Science and World Studies. I live in California.
727I4EKBS4GZMKHR74RATVNPSM	-People call me Drey <br> <br/> -18 <br> <br/> -Half irish / Half greek-cypriot (and if you wanna know which the better half is, it's the irish part XD) <br> <br/> -Currently living in Cyprus <br> <br/> -Been playing piano for 12 years <br> <br/> -Speak english and greek <br> <br/> -Learning french, irish, latin and ancient greek <br> <br/> -I love animals but im allergic to a multitude of them <br> <br/> -I fear bees, naturally symmetrical things (lol) and heights <br> <br/> -Turns out I'm a bad poser lol <br> <br/> And that's about it <br> <br/> <br> <br/> Bigger pic of me: <br> <br/> <a href="http://profiles.yahoo.com/u/727I4EKBS4GZMKHR74RATVNPSM">http://profiles.yahoo.com/u/727I4EKBS4GZ...</a> <br> <br/> <br> <br/> <br> <br/> Feel free to email me or IM me <br> <br/> =] <br> <br/> <br> <br/> “Love is a piano dropped from a fourth story window, and you were in the wrong place at the wrong time” <br> <br/> <br> <br/> <a href="http://www.youtube.com/drey0692" rel="nofollow">http://www.youtube.com/drey0692</a> <br> <br/> <br> <br/> Oh and please email me if you want to add me as a contact here =] <br> <br/> <br> <br/> August 2nd - Level 5!!!! ^_^
7GFC4ESQLZSFENIJZOJO2Y3E7E	I am what I am, with <br> <br/> a sense of ' humour '. <br> <br/> (English spelling! by the way) <br> <br/> I like doing puzzles and Sudoku. <br> <br/> I like my privacy, don't we all? <br> <br/> 5 miles or so from Stonehenge.UK <br> <br/> is where I am...thats all I'll say.... <br> <br/> for now. <br> <br/> Nothing interesting happened yet :) <br> <br/> Except I love DIY and driving so I fix my <br> <br/> own faults in house and car :) <br> <br/> Moved around a bit..B'ham, Boston and Hull.
7GWVXDNJOMKRYZ66OXZ6QQ64GU	my name is angel and i like football and soccer. people think of me as a nice friend and very funny. i have been to mexico. i was raised in Mexico. and this is how i really look.
73X2M2S6JMMTIBB2CFUY22KZWI	"Floats like a butterfly, sting like a bee, his hands can't hit what his eyes can't see." <br> <br/> <br> <br/> " It will be a killer, and a chiller, and a thriller, when I get the gorilla in Manila" <br> <br/> <br> <br/> "Champions aren't made in gyms, champions are made from something they have deep inside them - a desire, a dream, a vision. They have to have last-minute stamina, they have to be a little faster, they have to have the skill and the will. But the will must be stronger than the skill."
7S5YNR7OV5RF6RL5F6ZXOCGPCM	If the mafia are so tough, howcome they dont have a branch in Belfast?
73ANTK5ZH7SSNN43LGHOCJGCB4	I grew up in Chicago and have lived here for my entire life. I am a law student by day and a house dj by night. I enjoy drawing, watching movies and going out with my friends. I love my boyfriend very much. I want an Irish Setter someday.
7MAQVOGDIFX5SDRKT2YJSUA3SI	My old yahoo answers was smart but dumb but i can't get on it anymore. <br> <br/> <br> <br/> My name is Jake Hall <br> <br/> <br> <br/> I live in England, Bromsgrove (close to birmingham) <br> <br/> <br> <br/> Single <br> <br/> <br> <br/> I'm 16 at the mo and my birthday's July 19th so just finished school <br> <br/> <br> <br/> Love to eat and sleep <br> <br/> <br> <br/> Love to play all sports but not to keen on dance but thats probarly because im a lousy dancer <br> <br/> <br> <br/> Love a challenge <br> <br/> <br> <br/> Have a pet rabbit and 2 little sisters who also count as pets because they are little monsters <br> <br/> <br> <br/> Love music and films <br> <br/> <br> <br/> My alltime favourite film has to be American pie: The wedding
7EKPVJ3I5J7MXETG5ADE2ICLJE	Hi my name Is Jaclyn Elizabeth Pierce and i'm 17 years old. I come from Albany Ny. I listen to country music and my favorite band is Rascal Flatts. I love them.
HD3NKCYGXMBNY3LEUSFLXCFV3U	This is Nate Havoc from live cast Barely Legal: <br> <br/> <br> <br/> Barely Legal is the San Francisco Bay Area's premier Rocky Horror Picture Show cast! We've been bringing our Rocky Horror party to the SF Bay Area almost every week since 1995! We put on a sleek, sexy and professional show complete with a full set of stage props, screen accurate costumes and audience participation! Looking for the best Rocky Horror experience you've ever had? Then come find Barely Legal and do the Time Warp with us! <br> <br/> <br> <br/> <a href="http://barelylegal.rhps.org/" rel="nofollow">http://barelylegal.rhps.org/</a>
HVJFKNX2BR6ZIU475JZ4CBDDGY	25 F living in northwest England
HXX66H2UMASKYR4ZNG2U7QRQ6Q	i'm a sweet and simple girl ... 16 yrs ... frm India
HLKHMTP5QUIS4P6YVSVAS3MW44	model from london mad fan of liverpool fc
HELUFKP52TZT4L3NMA6O727D4Q	i am just a normal high schooler that was dragged out of my big city living to suffer in this small town in the middle of no where washington. i dont have A style i dont have A clique i am just a wallflower now and thats all this small town will let me amount to. <br> <br/> <br> <br/> ♥ bailey ♥ <br> <br/> <br> <br/> * 92% of teens would be dead if Abercrombie and Fitch said it wasnt cool to breathe. Repost this in your info if your the 8% that would be laughing!
H73WK5M3UY6GM4YUEWX572Y5VE	I am a Probation Officer, in the city of Chicago. I love profound conversations, with interesting people. Im forever attempting to tie religion and science togeather. The Outsider, by Richard Wright. The sphere, by Micheal C. are two of my favorite books. I recieved a B.A. in Criminal Justice, a field I dreamed of since chilhood.
HLUI2R42E44J334IZRWAKZ5OVI	I live in Brooklyn with the most amazing and wonderful man in the universe, my husband Alex (as of 12/31/2012). We welcomed the first of our Metal Army in October, Abigail. I am CEO of my own visual arts company based out of my home but also work in various locations throughout the NYC area.
HPC3BZYNSJ3TV442AEKFCSNZBY	I am Italian and they call me Vinny Boom Botts. I live in New York and I am 29. I am a tech student trying to make a good live for myself I love to help others,
HDW5S4UNBPUZCBZ3M6WPRH7X2E	Hi I am 24 years old, from South Carolina,Married to the man of my dreams, & I have a handsome 2 1/2 yr old! I enjoy going to church every sunday and worshiping Jesus Christ as my savior.I love spending time with friends and family.Shy at times,love going hunting,and out on lake's. :)♥
HTPEVXAGLMDRDJJII2VYY6OR44	Hello citizen. I be on internets, because I find the internets on my computer. Yah. Hi citizens you probably hear of me, I very famous on this earth but not so young as I used to be. And a lil chub, but a lil chib never hurt no one, true? <br> <br/> <br> <br/> I like it when citizen obey me, they say yes right yes sir. I don't like nerd because nerd are so creep and stoopd. It annoy me severe. Lot. See nerd all day all night, everywhere, in the school in the street in the shop in my bed, nerd infest civilization of USA where I am right now but don't know why. <br> <br/> <br> <br/> Right now big goal is to lose a lil few pound of chub, and figure out how to off a few chunk of nerd because too many of them on earth, any more, than the weight make the earth surface snaps and we all fall down. No good. Bad nerd.
H5RLM7VAYM42LEQDJJHRKYEWB4	Hi! My name is Abbie. I live in NJ, in the USA. I love animals. I'm 14.
HRMA5IEU26JAFAJXNHTAMZGXVA	im jhie,22 yrs. old....at the moment im working here in dubai....one of my hobbies is chatting....i've been found this site and am really interested to know more about this.....
